Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R025135,placeholder,non-responsive,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R025136,wrong-option,non-responsive,Supplier declaration,,,,unresolved,Escalation
R025140,vague-freetext,non-responsive,No,,,,unresolved,Escalation
R025141,wrong-option,non-responsive,"Confirmed per supplier declaration for please list all included mineral oils with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R025144,wrong-format,non-responsive,"Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R025147,blank,non-responsive,"Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R025150,wrong-option,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025153,blank,non-responsive,"Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.",,,,unresolved,Escalation
R025158,vague-freetext,non-responsive,Not Compliant,,,,unresolved,Escalation
R025160,vague-freetext,non-responsive,Material declaration,,,,unresolved,Escalation
R025162,stale,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025163,vague-freetext,non-responsive,Supplier declaration,,,,unresolved,Escalation
R025165,wrong-option,non-responsive,"Intentionally added Minerals, which are subject under the term ""responsible sourcing"", are (partly) extracted from non-conformant and/or active smelters",,,,unresolved,Escalation
R025166,blank,non-responsive,See attached documentation,,,,unresolved,Escalation
R025168,wrong-option,non-responsive,Intentionally added,,,,unresolved,Escalation
R025169,placeholder,non-responsive,This product does contain GADSL listet substances,,,,unresolved,Escalation
R025171,wrong-format,non-responsive,Laboratory analysis,,,,unresolved,Escalation
R025172,wrong-option,non-responsive,Not Compliant,,,,unresolved,Escalation
R025174,vague-freetext,non-responsive,Supplier declaration,,,,unresolved,Escalation
R025175,wrong-option,non-responsive,No,,,,unresolved,Escalation
R025177,stale,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R025180,placeholder,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R025183,vague-freetext,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R025184,placeholder,non-responsive,Listed,,,,unresolved,Escalation
R025193,wrong-option,non-responsive,Complaint,,,,unresolved,Escalation
R025197,vague-freetext,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025199,wrong-format,non-responsive,Exempt,,,,unresolved,Escalation
R025201,stale,non-responsive,Supplier declaration and laboratory analysis,,,,unresolved,Escalation
R025203,vague-freetext,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025205,placeholder,non-responsive,Complaint,,,,unresolved,Escalation
R025207,wrong-format,non-responsive,Laboratory analysis,,,,unresolved,Escalation
R025210,blank,non-responsive,Material declaration and laboratory ananlysis,,,,unresolved,Escalation
R025212,stale,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025215,wrong-format,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025224,wrong-format,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025226,wrong-option,non-responsive,Not Compliant,,,,unresolved,Escalation
R025235,stale,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025241,placeholder,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025245,stale,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025247,wrong-option,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025252,blank,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025253,vague-freetext,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025254,vague-freetext,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025255,blank,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025257,wrong-option,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025260,wrong-option,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025263,stale,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025264,blank,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025266,blank,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025267,vague-freetext,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025274,placeholder,non-responsive,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,,unresolved,Escalation
R025275,placeholder,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025276,wrong-option,non-responsive,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,,unresolved,Escalation
R025281,wrong-option,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025282,placeholder,non-responsive,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,,unresolved,Escalation
R025283,stale,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025285,vague-freetext,non-responsive,See attached documentation,,,,unresolved,Escalation
R025291,blank,non-responsive,See attached documentation,,,,unresolved,Escalation
R025302,placeholder,non-responsive,"Confirmed per supplier declaration for site name, evidence on file.",,,,unresolved,Escalation
R025303,blank,non-responsive,ISO country list,,,,unresolved,Escalation
R025307,stale,non-responsive,See attached documentation,,,,unresolved,Escalation
